provenance,lane,path,status,shape,label_offset,reason
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_incident_learning,uiowa_rfq_18649_incident_learning/examples.json,DISCLOSED,RECORDS,60,carries 2 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 60
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/README.md,DISCLOSED,DOCUMENTATION,92,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/REHEARSAL_REPORT.md,DISCLOSED,RECORDS,57,carries 60 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 57
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/RUN_DIGEST.json,DISCLOSED,OTHER,19,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/assessment_dataset.json,DISCLOSED,RECORDS,19,carries 142 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 19
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/assessment_matrix.csv,DISCLOSED,RECORDS,2,carries 33 record identifier(s) and 13 populated row(s) with assessment vocabulary; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/evidence_register.csv,DISCLOSED,RECORDS,2,carries 38 record identifier(s) and 19 populated row(s) with assessment vocabulary; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/intake_diagnostics.csv,DISCLOSED,RECORDS,2,carries 6 record identifier(s) and 4 populated row(s) with assessment vocabulary; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/source_register.csv,DISCLOSED,RECORDS,2,carries 12 record identifier(s) and 13 populated row(s) with assessment vocabulary; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/source-register.json,DISCLOSED,RECORDS,19,carries 12 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 19
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/analyst/interview-excerpts.json,DISCLOSED,RECORDS,19,carries 6 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 19
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/analyst/observations.json,DISCLOSED,RECORDS,19,carries 35 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 19
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/ess/ess-branch-protection-v2.json,DISCLOSED,OTHER,19,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/ess/ess-deploy-log-2026-08.csv,DISCLOSED,RECORDS,2,carries 14 record identifier(s) and 15 populated row(s) with assessment vocabulary; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/ess/ess-pull-request-sample-2026Q3.csv,DISCLOSED,RECORDS,2,carries 0 record identifier(s) and 9 populated row(s) with assessment vocabulary; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/ess/ess-release-window-policy-v3.md,DISCLOSED,PROSE_RESULT,2,prose that states assessment results about the engagement's subjects; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/iam/iam-ai-project-charter-v1.md,DISCLOSED,OTHER,2,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/iam/iam-change-review-export-2026-08.csv,DISCLOSED,RECORDS,2,carries 0 record identifier(s) and 5 populated row(s) with assessment vocabulary; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/iam/iam-privileged-access-standard-v4.md,DISCLOSED,PROSE_RESULT,2,prose that states assessment results about the engagement's subjects; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/iam/iam-recert-campaign-2026Q2.csv,DISCLOSED,RECORDS,2,carries 0 record identifier(s) and 6 populated row(s) with assessment vocabulary; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/ris/ris-backup-job-report-2026-08.csv,DISCLOSED,RECORDS,2,carries 0 record identifier(s) and 12 populated row(s) with assessment vocabulary; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/ris/ris-release-sample-2026Q3.csv,DISCLOSED,RECORDS,2,carries 0 record identifier(s) and 10 populated row(s) with assessment vocabulary; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/ris/ris-vuln-scan-2026-09.csv,DISCLOSED,RECORDS,2,carries 0 record identifier(s) and 6 populated row(s) with assessment vocabulary; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_integration,uiowa_rfq_18649_integration/interface_map.json,DISCLOSED,CONFIGURATION,344,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/README.md,DISCLOSED,DOCUMENTATION,376,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/COMPLETENESS_REPORT.md,DISCLOSED,RECORDS,42,carries 6 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 42
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/completeness_report.json,DISCLOSED,RECORDS,646,carries 6 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 646
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/01-m-1-kickoff/INVOICE_DESCRIPTION_DRAFT.md,DISCLOSED,OTHER,108,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/01-m-1-kickoff/PACKET.md,DISCLOSED,RECORDS,127,carries 6 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 127
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/01-m-1-kickoff/TRANSMITTAL.md,DISCLOSED,RECORDS,122,carries 2 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 122
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/01-m-1-kickoff/delivered_file_index.csv,DISCLOSED,DATA,301,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/01-m-1-kickoff/packet.json,DISCLOSED,RECORDS,430,carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 430
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/02-m-2-draft_delivery/INVOICE_DESCRIPTION_DRAFT.md,DISCLOSED,OTHER,108,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/02-m-2-draft_delivery/PACKET.md,DISCLOSED,RECORDS,125,carries 8 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 125
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/02-m-2-draft_delivery/TRANSMITTAL.md,DISCLOSED,RECORDS,120,carries 2 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 120
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/02-m-2-draft_delivery/delivered_file_index.csv,DISCLOSED,RECORDS,316,carries 4 record identifier(s) and 2 populated row(s) with assessment vocabulary; disclosure at byte 316
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/02-m-2-draft_delivery/packet.json,DISCLOSED,RECORDS,1056,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 1056
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/03-m-3-final_acceptance/INVOICE_DESCRIPTION_DRAFT.md,DISCLOSED,OTHER,108,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/03-m-3-final_acceptance/PACKET.md,DISCLOSED,RECORDS,127,carries 13 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 127
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/03-m-3-final_acceptance/TRANSMITTAL.md,DISCLOSED,RECORDS,122,carries 3 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 122
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/03-m-3-final_acceptance/delivered_file_index.csv,DISCLOSED,RECORDS,294,carries 5 record identifier(s) and 3 populated row(s) with assessment vocabulary; disclosure at byte 294
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/examples/packets/03-m-3-final_acceptance/packet.json,LABEL_BURIED,RECORDS,1665,"carries 10 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure appears at byte 1665, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/engagement.json,DISCLOSED,RECORDS,50,carries 28 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/artifacts/draft/draft-assessment-report-v0.9.md,DISCLOSED,PROSE_RESULT,32,prose that states assessment results about the engagement's subjects; disclosure at byte 32
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/artifacts/draft/evidence-index-v0.9.csv,DISCLOSED,RECORDS,77,carries 3 record identifier(s) and 3 populated row(s) with assessment vocabulary; disclosure at byte 77
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/artifacts/final/final-report-v1.0.md,DISCLOSED,PROSE_RESULT,21,prose that states assessment results about the engagement's subjects; disclosure at byte 21
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/artifacts/final/readout-deck-outline.md,DISCLOSED,OTHER,24,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/artifacts/kickoff/engagement-plan-v1.0.md,DISCLOSED,PROSE_RESULT,24,prose that states assessment results about the engagement's subjects; disclosure at byte 24
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/artifacts/kickoff/kickoff-minutes-2026-10-02.md,DISCLOSED,OTHER,31,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_mobilization,uiowa_rfq_18649_mobilization/COORDINATION_FORMS.md,LABEL_BURIED,PROSE_RESULT,7304,"prose that states assessment results about the engagement's subjects; disclosure appears at byte 7304, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_mobilization,uiowa_rfq_18649_mobilization/README.md,DISCLOSED,DOCUMENTATION,1373,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_observability,uiowa_rfq_18649_observability/65-observability-worksheet.md,DISCLOSED,CONFIGURATION,413,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_observability,uiowa_rfq_18649_observability/README.md,DISCLOSED,DOCUMENTATION,282,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_observability,uiowa_rfq_18649_observability/examples.json,DISCLOSED,CONFIGURATION,56,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/COMMAND_INDEX.md,DISCLOSED,CONFIGURATION,6974,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/OPERATOR_GUIDE.md,DISCLOSED,DOCUMENTATION,188,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/README.md,DISCLOSED,DOCUMENTATION,564,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/kit_manifest.json,DISCLOSED,CONFIGURATION,1825,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/university_inputs.csv,DISCLOSED,RECORDS,782,carries 0 record identifier(s) and 24 populated row(s) with assessment vocabulary; disclosure at byte 782
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/fixtures/minikit_manifest.json,DISCLOSED,OTHER,56,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/fixtures/minikit/README.md,DISCLOSED,DOCUMENTATION,12,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/fixtures/minikit/uiowa_rfq_18649_alpha/README.md,DISCLOSED,DOCUMENTATION,9,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/fixtures/minikit/uiowa_rfq_18649_bravo/README.md,DISCLOSED,DOCUMENTATION,9,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/fixtures/minikit/uiowa_rfq_18649_charlie/fields.csv,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/fixtures/minikit/uiowa_rfq_18649_charlie/worksheet.md,DISCLOSED,OTHER,11,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/fixtures/minikit/uiowa_rfq_18649_echo/notes.md,DISCLOSED,DOCUMENTATION,8,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/sample/RUN.md,DISCLOSED,OTHER,1204,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/sample/command_index.json,LABEL_BURIED,RECORDS,2896,"carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure appears at byte 2896, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/sample/component_status.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/sample/component_status.json,LABEL_BURIED,RECORDS,12342,"carries 13 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure appears at byte 12342, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/sample/verification_log.md,LABEL_BURIED,RECORDS,7251,"carries 13 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure appears at byte 7251, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_outcome_measurement,uiowa_rfq_18649_outcome_measurement/README.md,DISCLOSED,DOCUMENTATION,650,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_outcome_measurement,uiowa_rfq_18649_outcome_measurement/collection_protocol.md,DISCLOSED,CONFIGURATION,1511,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_outcome_measurement,uiowa_rfq_18649_outcome_measurement/measure_register.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 6 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_outcome_measurement,uiowa_rfq_18649_outcome_measurement/recommendations.csv,DISCLOSED,RECORDS,56,carries 3 record identifier(s) and 3 populated row(s) with assessment vocabulary; disclosure at byte 56
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_outcome_measurement,uiowa_rfq_18649_outcome_measurement/examples/measurements.csv,DISCLOSED,RECORDS,134,carries 0 record identifier(s) and 12 populated row(s) with assessment vocabulary; disclosure at byte 134
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/README.md,DISCLOSED,DOCUMENTATION,92,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/executive_summary.json,DISCLOSED,RECORDS,50,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 3 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/presentation.json,DISCLOSED,RECORDS,52,carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/recommendations.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 8 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/executive_summary.json,DISCLOSED,RECORDS,50,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 3 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/presentation.json,DISCLOSED,RECORDS,52,carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/recommendations.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 8 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/executive_summary.json,DISCLOSED,RECORDS,50,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 3 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/presentation.json,DISCLOSED,RECORDS,52,carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/recommendations.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 8 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/executive_summary.json,DISCLOSED,RECORDS,50,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 3 record identifier(s) and 12 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/presentation.json,DISCLOSED,RECORDS,52,carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/recommendations.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 8 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/executive_summary.json,DISCLOSED,RECORDS,50,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 3 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/presentation.json,DISCLOSED,RECORDS,52,carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/recommendations.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 8 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/executive_summary.json,DISCLOSED,RECORDS,50,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 3 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/presentation.json,DISCLOSED,RECORDS,52,carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/recommendations.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 8 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/executive_summary.json,DISCLOSED,RECORDS,50,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
