record_id,sample_id,coa_id,jurisdiction,license_id,matrix,collection_at,custody_events,rule_pack_version,rule_pack_expires_at,requested_panel,method_version,loq,reporting_limit,accreditation_scope,final_coa_signer,result_sha256,synthetic
SC-105,SC-SAMPLE-105,SC-COA-105,OR,OR-LICENSE-09,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,c220d6fc30839e5a9018a01281678142a3829313e31d49c4b22f913f3680c6a4,true
SC-106,SC-SAMPLE-106,SC-COA-106,CA,CA-LICENSE-10,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,c4bd1476de8d32abeccb817a0ab8c9ef30b786f228acbf36c08254daeb1713a0,true
SC-107,SC-SAMPLE-107,SC-COA-107,CO,CO-LICENSE-11,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,0a42aa04b80f6a36fb7ad6b65d15916809eef65950f1d07ba0dcb58dcddb09e9,true
SC-108,SC-SAMPLE-108,SC-COA-108,MI,MI-LICENSE-12,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,403b1bf062b3b35cb8bd0665665af9a5df269ea244179efc9f0bea05a2e2deae,true
SC-109,SC-SAMPLE-109,SC-COA-109,MD,MD-LICENSE-13,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,41aa462dd463d0e98026a0149276344fe19ce0e6e0f76328495c3e3682298c88,true
SC-110,SC-SAMPLE-110,SC-COA-110,OR,OR-LICENSE-14,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,24c8fce130de32a62058510fd39ff1e48ef55514a91e0079dea06b6146b99949,true
SC-111,SC-SAMPLE-111,SC-COA-111,CA,CA-LICENSE-15,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,2fa8218781771b6ec205c0bd13750259048ee1f3c8f56027e4dedea4330b684d,true
SC-112,SC-SAMPLE-112,SC-COA-112,CO,CO-LICENSE-16,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,ca276bf0b1611c81ceb3a6be6f2e63e9942ee9d3c1ec8a96741cfc8d91ca8d5f,true
SC-113,SC-SAMPLE-113,SC-COA-113,MI,MI-LICENSE-17,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,8cb8490073d743937d8f6de73db648be52bdc9b9f5f3948fc499543b55f8de56,true
SC-114,SC-SAMPLE-114,SC-COA-114,MD,MD-LICENSE-18,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,7d09eadd11e39417e54dfed64fae3bc54dc52adc7fc1d1848c56153c619244f9,true
SC-115,SC-SAMPLE-115,SC-COA-115,OR,OR-LICENSE-19,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,5f0330c7b1333c62df996dddb86dfe219104e70e19105d80b7419f010c67feac,true
SC-116,SC-SAMPLE-116,SC-COA-116,CA,CA-LICENSE-20,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,bd54056369973258e4934495d194bc57bf2c6471ba6f1391bd88b6d10a067836,true
SC-117,SC-SAMPLE-117,SC-COA-117,CO,CO-LICENSE-21,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,a56fa278165e6af4caca6c8cc21ac1a3f09834ebb765966ebdb712a77a2c651a,true
SC-118,SC-SAMPLE-118,SC-COA-118,MI,MI-LICENSE-22,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,9efebce3db8437e4412091ead45c828895c5f309ccfa9953cbb81ade8e229640,true
SC-119,SC-SAMPLE-119,SC-COA-119,MD,MD-LICENSE-23,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,e14329188b43b3a6f96501563534551ed187792612ae374f7666e39ce9e14824,true
SC-120,SC-SAMPLE-120,SC-COA-120,OR,OR-LICENSE-24,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,8d70f5675cbe614f110a05553ca5b04dcefd4b45f82313b5e8bff6160a48ff00,true
SC-121,SC-SAMPLE-121,SC-COA-121,CA,CA-LICENSE-01,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2025.0,2026-01-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,8686c95a46450c43f0311873a2821e2fa45a5201bd5e7a718cbe0050d1044c98,true
SC-122,SC-SAMPLE-122,SC-COA-122,CO,CO-LICENSE-02,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2025.0,2026-01-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,351ac6f5266e70d4f10e558a817b789ab79adf8f02e0b39f474e2c1d6360d3a2,true
SC-123,SC-SAMPLE-123,SC-COA-123,MI,MI-LICENSE-03,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2025.0,2026-01-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,e89e3442d7a602152cba069dea9ce9e88bd04e9c44fd1abac71b3166d8107c2a,true
SC-124,SC-SAMPLE-124,SC-COA-124,MD,MD-LICENSE-04,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2025.0,2026-01-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,4f7c490394f92c9cb27dd9dc63a2665791ac4db74edd4ed4dd83403613865f89,true
SC-125,SC-SAMPLE-125,SC-COA-125,OR,OR-LICENSE-05,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2025.0,2026-01-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,52e5b450e02772ac61930ecf6753ccd83a43b34c9f07d19b38cbc3ebbd5d592c,true
SC-126,SC-SAMPLE-126,SC-COA-126,CA,CA-LICENSE-06,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,93da88fa4f1bdd52e009b02df9dc1c0031550721db01622fb5ee2d083fa832fe,true
SC-127,SC-SAMPLE-127,SC-COA-127,CO,CO-LICENSE-07,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,ad4550660acf9eba7e25eb2dca39c15658ace425549b18cd96f8b2b6799cce19,true
SC-128,SC-SAMPLE-128,SC-COA-128,MI,MI-LICENSE-08,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,e5b2d3b61843e7e8eb793437eb29055c55a8a673722c3e387e34219d0a3702f7,true
SC-129,SC-SAMPLE-129,SC-COA-129,MD,MD-LICENSE-09,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,c680e01cb943d4113bbdc1a6d320faa18d32ab6c89763afb5816c3eccc2eac95,true
SC-130,SC-SAMPLE-130,SC-COA-130,OR,OR-LICENSE-10,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,4d46e3488ebf27bb0fd9b0dbe28ea5a6665bd0d47eb76abdf51d7d37ed3c4360,true
SC-131,SC-SAMPLE-131,SC-COA-131,CA,CA-LICENSE-11,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,9.99,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,38c1b66a2941d4e75dd97b68ba0f4f3d19d29c49cc15020284cc20670da6a6e1,true
SC-132,SC-SAMPLE-132,SC-COA-132,CO,CO-LICENSE-12,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,9.99,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,87f5764fead4260a4ae318a2c22b5d08ccee167e9416d6403bb8daa1aa202e43,true
SC-133,SC-SAMPLE-133,SC-COA-133,MI,MI-LICENSE-13,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,9.99,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,3e179fb8a661c2ba8efe89abaaa226c3c578bc85a0b01486b808eb310dcda54e,true
SC-134,SC-SAMPLE-134,SC-COA-134,MD,MD-LICENSE-14,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,9.99,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,57f6f8078a4e6380ed4008ba87faf24cc1c3f048ce1c4e10ee5eb8bfda10c592,true
SC-135,SC-SAMPLE-135,SC-COA-135,OR,OR-LICENSE-15,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,9.99,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,9031460a08ccf30299a0b055fd1719bc0209869ce4b593d8d4dfaa7da6b3aa66,true
SC-136,SC-SAMPLE-136,SC-COA-136,CA,CA-LICENSE-16,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,8505667938af26130edb58db58b290d13fbfe2056e96ca6936de47aab3859065,true
SC-137,SC-SAMPLE-137,SC-COA-137,CO,CO-LICENSE-17,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,248d8b53c097bf981685c042cfcf9520159837ce7eed0ae36d3a7281c487d46f,true
SC-138,SC-SAMPLE-138,SC-COA-138,MI,MI-LICENSE-18,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,aec19f42e3927812889bf4adccd904e2094d25351612b65c375d4e7cfa6f42b9,true
SC-139,SC-SAMPLE-139,SC-COA-139,MD,MD-LICENSE-19,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,9b779a673fc16d537f4f09d64009210885ff653a205be8103e1f1867b09fd33c,true
SC-140,SC-SAMPLE-140,SC-COA-140,OR,OR-LICENSE-20,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,2c3419212be30c6cae3149a799b5c0bc68d97f571bdc075055838477f7f1cfea,true
SC-141,SC-SAMPLE-001,SC-COA-001,CA,CA-LICENSE-21,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,d5843df8a2c59cf647b94bbaf9b49196c09d435bbbdaaa34d31861e1eef9bbf3,true
SC-142,SC-SAMPLE-002,SC-COA-002,CO,CO-LICENSE-22,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,2df8b68eba0acc365527fa18d7b8b563963c148ab1f6f9f253542f1f1001801c,true
SC-143,SC-SAMPLE-003,SC-COA-003,MI,MI-LICENSE-23,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,ce89f93dd9275d098339a1604f76e78fd9460d8a68922dc12f4a66bd8f2ce49e,true
SC-144,SC-SAMPLE-004,SC-COA-004,MD,MD-LICENSE-24,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,c312acd8c6b1bb676585408cd6a249d2e843f075d92a4127d9e3741b99015972,true
SC-145,SC-SAMPLE-005,SC-COA-005,OR,OR-LICENSE-01,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,e0aeabc98fa108893adc8f93a43d815c5ca48fc89d1a3342ac47aa28c4af960f,true
SC-146,SC-SAMPLE-146,SC-COA-146,CA,CA-LICENSE-02,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,SCOPE-MISMATCH,unlisted-reviewer,50f3ec2eb678c5b26d1cf3a06a49123c8f19dedfe5780f9271514f0327702143,true
SC-147,SC-SAMPLE-147,SC-COA-147,CO,CO-LICENSE-03,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,SCOPE-MISMATCH,unlisted-reviewer,4c9087c8b7d570b3b5a0194161cc16ca55975fb89a23be897a529db41703052a,true
SC-148,SC-SAMPLE-148,SC-COA-148,MI,MI-LICENSE-04,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,SCOPE-MISMATCH,unlisted-reviewer,e1b307208cc1f4dae8420ea86c0037cb331709a1ce1ef7991f704c46d173d919,true
SC-149,SC-SAMPLE-149,SC-COA-149,MD,MD-LICENSE-05,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,SCOPE-MISMATCH,unlisted-reviewer,fe7d8e6c756614df2907cefdc5743e6021b88b78ea0ec349d3bce7b861b6aceb,true
SC-150,SC-SAMPLE-150,SC-COA-150,OR,OR-LICENSE-06,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,SCOPE-MISMATCH,unlisted-reviewer,eda079f8581b3d3b26b96d9222672b624e45814f006fd5000d20ab03969ba7c1,true
