sample_id,coa_id,coa_revision,jurisdiction,license_id,matrix,collection_events,rule_pack_version,rule_pack_expires_at,requested_analyte_panel,method_version,loq,reporting_limit,accreditation_scope,signer_name,signer_scope
SC-MI-S028,SC-MI-COA-028,1,MI,SC-MI-LIC-01,FLOWER,"[{""at"":""2026-08-09T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-09T10:00:00Z"",""event"":""TRANSFERRED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S001,SC-MI-COA-001,1,MI,SC-MI-LIC-02,FLOWER,"[{""at"":""2026-08-10T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-10T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-10T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S030,SC-MI-COA-030,1,MI,SC-MI-LIC-03,FLOWER,"[{""at"":""2026-08-11T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-11T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-11T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""OUT-OF-SCOPE""]"
SC-OR-S001,SC-OR-COA-001,1,OR,SC-OR-LIC-02,FLOWER,"[{""at"":""2026-08-12T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-12T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-12T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S002,SC-OR-COA-002,1,OR,SC-OR-LIC-03,FLOWER,"[{""at"":""2026-08-13T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-13T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-13T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S003,SC-OR-COA-003,1,OR,SC-OR-LIC-04,FLOWER,"[{""at"":""2026-08-14T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-14T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-14T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S004,SC-OR-COA-004,1,OR,SC-OR-LIC-01,FLOWER,"[{""at"":""2026-08-15T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-15T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-15T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S005,SC-OR-COA-005,1,OR,SC-OR-LIC-02,FLOWER,"[{""at"":""2026-08-16T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-16T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-16T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S006,SC-OR-COA-006,1,OR,SC-OR-LIC-03,FLOWER,"[{""at"":""2026-08-17T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-17T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-17T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S007,SC-OR-COA-007,1,OR,SC-OR-LIC-04,FLOWER,"[{""at"":""2026-08-18T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-18T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-18T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S008,SC-OR-COA-008,1,OR,SC-OR-LIC-01,FLOWER,"[{""at"":""2026-08-19T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-19T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-19T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S009,SC-OR-COA-009,1,OR,SC-OR-LIC-02,FLOWER,"[{""at"":""2026-08-20T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-20T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-20T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S010,SC-OR-COA-010,1,OR,SC-OR-LIC-03,FLOWER,"[{""at"":""2026-08-01T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-01T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-01T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S011,SC-OR-COA-011,1,OR,SC-OR-LIC-04,FLOWER,"[{""at"":""2026-08-02T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-02T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-02T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S012,SC-OR-COA-012,1,OR,SC-OR-LIC-01,FLOWER,"[{""at"":""2026-08-03T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-03T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-03T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S013,SC-OR-COA-013,1,OR,SC-OR-LIC-02,FLOWER,"[{""at"":""2026-08-04T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-04T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-04T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S014,SC-OR-COA-014,1,OR,SC-OR-LIC-03,FLOWER,"[{""at"":""2026-08-05T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-05T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-05T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S015,SC-OR-COA-015,1,OR,SC-OR-LIC-04,FLOWER,"[{""at"":""2026-08-06T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-06T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-06T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S016,SC-OR-COA-016,1,OR,SC-OR-LIC-01,FLOWER,"[{""at"":""2026-08-07T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-07T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-07T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S017,SC-OR-COA-017,1,OR,SC-OR-LIC-02,FLOWER,"[{""at"":""2026-08-08T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-08T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-08T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S018,SC-OR-COA-018,1,OR,SC-OR-LIC-03,FLOWER,"[{""at"":""2026-08-09T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-09T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-09T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S019,SC-OR-COA-019,1,OR,SC-OR-LIC-04,FLOWER,"[{""at"":""2026-08-10T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-10T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-10T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S020,SC-OR-COA-020,1,OR,SC-OR-LIC-01,FLOWER,"[{""at"":""2026-08-11T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-11T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-11T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S021,SC-OR-COA-021,1,OR,SC-OR-LIC-02,FLOWER,"[{""at"":""2026-08-12T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-12T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-12T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S022,SC-OR-COA-022,1,OR,SC-OR-LIC-03,FLOWER,"[{""at"":""2026-08-13T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-13T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-13T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S023,SC-OR-COA-023,1,OR,SC-OR-LIC-04,FLOWER,"[{""at"":""2026-08-14T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-14T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-14T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S024,SC-OR-COA-024,1,OR,SC-OR-LIC-01,FLOWER,"[{""at"":""2026-08-15T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-15T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-15T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S025,SC-OR-COA-025,1,OR,SC-OR-LIC-02,FLOWER,"[{""at"":""2026-08-16T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-16T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-16T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2025.01,2026-01-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S026,SC-OR-COA-026,1,OR,SC-OR-LIC-03,FLOWER,"[{""at"":""2026-08-17T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-17T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-17T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OTHER-JURISDICTION-PANEL,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S027,SC-OR-COA-027,1,OR,SC-OR-LIC-04,FLOWER,"[{""at"":""2026-08-18T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-18T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-18T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,2.0,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S028,SC-OR-COA-028,1,OR,SC-OR-LIC-01,FLOWER,"[{""at"":""2026-08-19T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-19T10:00:00Z"",""event"":""TRANSFERRED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S001,SC-OR-COA-001,1,OR,SC-OR-LIC-02,FLOWER,"[{""at"":""2026-08-20T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-20T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-20T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]"
SC-OR-S030,SC-OR-COA-030,1,OR,SC-OR-LIC-03,FLOWER,"[{""at"":""2026-08-01T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-01T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-01T12:00:00Z"",""event"":""RECEIVED""}]",OR-RULES-2026.09,2027-09-01T00:00:00Z,OR-CANNABIS-COMPLIANCE,OR-METHOD-5.1,0.5,1.0,"[""OR:FLOWER:OR-CANNABIS-COMPLIANCE:OR-METHOD-5.1""]",SC Reviewer OR,"[""OUT-OF-SCOPE""]"
SC-AZ-S001,SC-AZ-COA-001,1,AZ,SC-AZ-LIC-02,FLOWER,"[{""at"":""2026-08-02T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-02T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-02T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S002,SC-AZ-COA-002,1,AZ,SC-AZ-LIC-03,FLOWER,"[{""at"":""2026-08-03T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-03T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-03T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S003,SC-AZ-COA-003,1,AZ,SC-AZ-LIC-04,FLOWER,"[{""at"":""2026-08-04T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-04T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-04T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S004,SC-AZ-COA-004,1,AZ,SC-AZ-LIC-01,FLOWER,"[{""at"":""2026-08-05T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-05T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-05T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S005,SC-AZ-COA-005,1,AZ,SC-AZ-LIC-02,FLOWER,"[{""at"":""2026-08-06T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-06T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-06T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S006,SC-AZ-COA-006,1,AZ,SC-AZ-LIC-03,FLOWER,"[{""at"":""2026-08-07T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-07T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-07T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S007,SC-AZ-COA-007,1,AZ,SC-AZ-LIC-04,FLOWER,"[{""at"":""2026-08-08T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-08T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-08T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S008,SC-AZ-COA-008,1,AZ,SC-AZ-LIC-01,FLOWER,"[{""at"":""2026-08-09T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-09T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-09T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S009,SC-AZ-COA-009,1,AZ,SC-AZ-LIC-02,FLOWER,"[{""at"":""2026-08-10T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-10T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-10T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S010,SC-AZ-COA-010,1,AZ,SC-AZ-LIC-03,FLOWER,"[{""at"":""2026-08-11T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-11T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-11T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
