rule,rule_name,classification,context,file,line,match,clause
CG-04,INDIVIDUAL_SCORING,REFUSAL,test,uiowa_rfq_18649_delivery_scan/test_delivery_scan.py,52,employee ranking,"""There is no average, maturity score, confidence score, or employee ranking."","
CG-02,MATURITY_LEVEL,REFUSAL,test,uiowa_rfq_18649_delivery_scan/test_delivery_scan.py,60,maturity rating,"no scoring, maturity rating, percentile,\n"""
CG-03,PEER_COMPARISON,REFUSAL,test,uiowa_rfq_18649_delivery_scan/test_delivery_scan.py,60,percentile,"no scoring, maturity rating, percentile,\n"""
CG-01,CERTIFICATION_CLAIM,ASSERTION,test,uiowa_rfq_18649_delivery_scan/test_delivery_scan.py,61,certification,"""certification verdict or individual/team performance rating is produced by any path in\n"""
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_delivery_scan/test_delivery_scan.py,94,certification,"""commercial products/vendors, legal, audit, certification, insurance, or regulatory """
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_delivery_scan/test_delivery_scan.py,101,compliance verdict,"""into: an audit/compliance verdict, an individual performance evaluation, a """
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_delivery_scan/test_delivery_scan.py,108,certifies,"""certifies, failed the audit, in violation of.\n"""
CG-01,CERTIFICATION_CLAIM,ASSERTION,test,uiowa_rfq_18649_delivery_scan/test_delivery_scan.py,188,compliant with,"classes(""Finding 3: the RIS group is non-compliant with the standard, """
CG-01,CERTIFICATION_CLAIM,ASSERTION,test,uiowa_rfq_18649_delivery_scan/test_delivery_scan.py,205,compliant with,"classes(""The group is non-compliant with IT-18."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_delivery_scan/test_delivery_scan.py,367,compliance verdict,"""a compliance verdict about a lane""),"
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_economics_resource_adapters/README.md,135,conformance,"Real and working: the five typed ledgers, all three adapters, the merge with conflict detection, the three-view accounting, the UNKNOWN handling, all four output writers, and the 122-test suite (45 integration, 33 confor"
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_economics_resource_adapters/README.md,252,certification,"No product or vendor purchase recommendation, no certification/compliance/peer-percentile claim, and no individual performance scoring appears anywhere in this lane."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_economics_resource_adapters/README.md,252,percentile,"No product or vendor purchase recommendation, no certification/compliance/peer-percentile claim, and no individual performance scoring appears anywhere in this lane."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_economics_resource_adapters/check_contract.py,2,conformance,"""""""Contract conformance checker for the UIOWA-105 adapters."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_economics_resource_adapters/sample_output/integrated.json,1209,certification,"""label"": ""Generate effort-certification reminder narratives"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_economics_resource_adapters/sample_output/integrated.json,1560,certification,"""label"": ""Generate effort-certification reminder narratives"","
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_economics_resource_adapters/sample_output/integration_report.md,54,certification,"- WI-FROM-OPP-RIS-02 Generate effort-certification reminder narratives — no crosswalk entry: this candidate is not yet tied to a recommendation, and the join is not guessed from the title"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_economics_resource_adapters/test_check_contract.py,2,conformance,"""""""Tests for the UIOWA-105 contract conformance checker."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_exec_summary/README.md,221,certification,"No maturity scores, certification claims, or peer-percentile comparisons."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_exec_summary/README.md,221,percentile,"No maturity scores, certification claims, or peer-percentile comparisons."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_export_safety/README.md,112,certified,"Zero findings means no issue detected by these nine checks — never ""certified"", ""compliant"" or ""safe""."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_export_safety/README.md,131,certification,"No certification, compliance or peer-comparison claim."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_export_safety/examples/export_safety_report.md,21,certified,"Zero findings means no issue detected by these eight checks — never ""certified"", ""compliant"" or ""safe""."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_export_safety/examples/findings.csv,2,CONFORMANCE,"Consider a sidecar notice file, or accept it and say so in the lane's README"",# ARTIFACT CONFORMANCE EVIDENCE ONLY."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_export_safety/examples/findings.csv,3,CONFORMANCE,"Consider a sidecar notice file, or accept it and say so in the lane's README"",# ARTIFACT CONFORMANCE EVIDENCE ONLY."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_export_safety/examples/findings.json,183,CONFORMANCE,"""sample"": ""# ARTIFACT CONFORMANCE EVIDENCE ONLY."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_export_safety/examples/findings.json,194,CONFORMANCE,"""sample"": ""# ARTIFACT CONFORMANCE EVIDENCE ONLY."
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_export_safety/export_safety.py,44,certified,"Zero findings means ""no issue detected by these nine checks"", never ""certified"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_export_safety/export_safety.py,354,certified,"""\""certified\"", \""compliant\"" or \""safe\""."
CG-01,CERTIFICATION_CLAIM,REFUSAL,test,uiowa_rfq_18649_export_safety/test_export_safety.py,189,certified,"self.assertIn(""never \""certified\"""", text)"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_filesystem_safety/test_fsaudit.py,304,CERTIFIED,"for verdict in (""CERTIFIED"", ""COMPLIANT"", ""SAFETY SCORE"", ""% SAFE"", ""GUARANTEE""):"
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_handoff/README.md,64,readiness score,- No arithmetic maturity/readiness score is generated.
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_import_safety/test_import_safety.py,254,percentile,"for banned in (""score"", ""rating"", ""percentile"", ""rank"", ""grade"","
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_incident_learning/README.md,49,maturity rating,it is not a department-wide maturity rating.
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_intake_rehearsal/README.md,186,certification,"No maturity score, rating, percentile, certification or compliance verdict is produced anywhere in this package, and no individual's performance is assessed."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_intake_rehearsal/README.md,186,maturity score,"No maturity score, rating, percentile, certification or compliance verdict is produced anywhere in this package, and no individual's performance is assessed."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_intake_rehearsal/README.md,186,percentile,"No maturity score, rating, percentile, certification or compliance verdict is produced anywhere in this package, and no individual's performance is assessed."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_intake_rehearsal/artifacts/REHEARSAL_REPORT.md,142,certification,"- No maturity score, rating, percentile, certification or compliance verdict is produced anywhere in this package, and no individual's performance is assessed."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_intake_rehearsal/artifacts/REHEARSAL_REPORT.md,142,maturity score,"- No maturity score, rating, percentile, certification or compliance verdict is produced anywhere in this package, and no individual's performance is assessed."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_intake_rehearsal/artifacts/REHEARSAL_REPORT.md,142,percentile,"- No maturity score, rating, percentile, certification or compliance verdict is produced anywhere in this package, and no individual's performance is assessed."
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_intake_rehearsal/rehearse_intake.py,515,certification,"a(""- No maturity score, rating, percentile, certification or compliance verdict is """
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_intake_rehearsal/rehearse_intake.py,515,maturity score,"a(""- No maturity score, rating, percentile, certification or compliance verdict is """
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_intake_rehearsal/rehearse_intake.py,515,percentile,"a(""- No maturity score, rating, percentile, certification or compliance verdict is """
CG-02,MATURITY_LEVEL,AMBIGUOUS,test,uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,205,maturity score,"for banned in (""maturityscore"", ""maturity score"", ""percentile"", ""peer rank"","
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,205,percentile,"for banned in (""maturityscore"", ""maturity score"", ""percentile"", ""peer rank"","
CG-01,CERTIFICATION_CLAIM,ASSERTION,test,uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,206,certified,"""overall score"", ""grade:"", ""level 1 of"", ""certified""):"
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_labeling_integrity/examples/live_snapshot/artifacts.csv,106,certified,"not synthetic,uiowarfq18649bidpack,uiowarfq18649bidpack/sampleoutput/attachments/A02-certified-cost-rate-schedule.PLACEHOLDER.txt,DISCLOSED,OTHER,0,neither record-shaped nor obviously configuration"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_labeling_integrity/examples/live_snapshot/screen.json,986,certified,"""path"": ""uiowarfq18649bidpack/sampleoutput/attachments/A02-certified-cost-rate-schedule.PLACEHOLDER.txt"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_labeling_integrity/test_labelcheck.py,266,CERTIFIED,"for verdict in (""CERTIFIED"", ""COMPLIANT"", ""LABELING SCORE"", ""% LABELED""):"
CG-03,PEER_COMPARISON,AMBIGUOUS,prose,uiowa_rfq_18649_mobilization/README.md,50,peer comparison,Select a defensible peer comparison approach and record comparability limits.
CG-03,PEER_COMPARISON,ASSERTION,data,uiowa_rfq_18649_observability/examples.json,77,percentile,"""target"": {""operator"": ""<="", ""valuems"": 1200, ""percentile"": 95},"
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_operator_handoff/OPERATOR_GUIDE.md,381,maturity rating,"is correct for the University's real evidence, and it is not a maturity rating."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_operator_handoff/OPERATOR_GUIDE.md,384,certifies,"- No component here certifies compliance, scores an individual, or ranks the"
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_operator_handoff/README.md,10,certifies,"> No component here certifies compliance, scores an individual, rates maturity, or > ranks the University against peers, and this handoff adds no such capability."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_operator_handoff/README.md,103,percentile,"University-input register is asserted to contain only UNKNOWN, and a test forbids it growing a score/rating/maturity/percentile/grade column."
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_operator_handoff/fixtures/minikit/README.md,14,certify,"It is the strength/gap pair the fixture is required to demonstrate: alpha shows the verifier can certify a passing component, bravo shows it refuses to certify a broken one even though bravo's own README claims it works."
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_operator_handoff/render_guide.py,209,maturity rating,"L.append("" is correct for the University's real evidence, and it is not a maturity rating."")"
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_operator_handoff/render_guide.py,212,certifies,"L.append(""- No component here certifies compliance, scores an individual, or ranks the"")"
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_operator_handoff/sample/command_index.json,413,conformance,"It is not a validity, PDF/UA, WCAG or any other conformance claim."""
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_operator_handoff/sample/command_index.json,615,compliance verdict,"It never connects to live systems, reads\ncredentials, or turns missing evidence into a security/compliance verdict.\n\npositional arguments:\n input JSON event packet\n\noptions:\n -h, --help show this help message and "
CG-05,REAL_UNIVERSITY_FINDING,ASSERTION,data,uiowa_rfq_18649_operator_handoff/sample/command_index.json,1057,the University of Iowa,"""outputtail"": ""usage: server.py [-h] [--port PORT]\n\nLoopback-only analyst workbench for the University of Iowa RFQ 18649 carrier.\nThis server deliberately exposes only the existing compiler's untrusted\ninspection pat"
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_operator_handoff/sample/component_status.json,1105,the University of Iowa,"No record here describes the University of Iowa or any real institution, policy, system, or person.\ncells=15 assessed=10 notassessed=4 blocked=1 gaps=3 strengths=5\nCAUTION: 4 of 15 cells were never assessed."
CG-01,CERTIFICATION_CLAIM,ASSERTION,data,uiowa_rfq_18649_operator_handoff/sample/component_status.json,1561,compliance determination,"""outputtail"": ""atched : \""non-compliant\""\n in : The service is non-compliant and we recommend purchasing a new tool.\n why : States a compliance determination."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_operator_handoff/sample/verification_log.md,672,the University of Iowa,"No record here describes the University of Iowa or any real institution, policy, system, or person."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_operator_handoff/sample/verification_log.md,963,compliance determination,why : States a compliance determination.
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_operator_handoff/test_verify_kit.py,458,percentile,"for banned in (""score"", ""rating"", ""maturity"", ""percentile"", ""grade""):"
CG-02,MATURITY_LEVEL,REFUSAL,test,uiowa_rfq_18649_operator_handoff/test_verify_kit.py,486,maturity rating,"self.assertIn(""not a maturity rating"", text)"
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_operator_handoff/verify_kit.py,33,maturity rating,There is no maturity rating here and no ranking of one
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_outcome_measurement/README.md,10,certify,"it does not score individual employees, certify effectiveness, or manufacture causality."
CG-04,INDIVIDUAL_SCORING,REFUSAL,prose,uiowa_rfq_18649_outcome_measurement/README.md,73,individual performance ranking,no individual performance ranking.
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_output_agreement/README.md,3,the University of Iowa,Nothing here describes the University of Iowa.
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_output_agreement/README.md,162,compliance determination,It is not a formal audit and issues no compliance determination.
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_print_pagination/README.md,10,the University of Iowa,"No finding, > citation, locator or figure describes the University of Iowa or any real > institution, system or person."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_citation_split_fixed.json,2,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."","
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_citation_split_fixed.md,3,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_citation_split_naive.json,2,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."","
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_citation_split_naive.md,3,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_orphan_heading_fixed.json,2,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."","
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_orphan_heading_fixed.md,3,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_orphan_heading_naive.json,2,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."","
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_orphan_heading_naive.md,3,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_print_pagination/sample/inspection_report_document_fixed.json,2,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."","
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_print_pagination/sample/inspection_report_document_fixed.md,3,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_print_pagination/sample/inspection_report_document_naive.json,2,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."","
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_print_pagination/sample/inspection_report_document_naive.md,3,the University of Iowa,"No finding, citation, locator or figure here describes the University of Iowa or any real institution, system or person."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_prioritization/DATA_DICTIONARY.md,183,compliance verdict,"No field above was populated from University of Iowa data, and no output is a finding, a maturity score, a compliance verdict, a peer comparison, or an assessment of any individual."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_prioritization/DATA_DICTIONARY.md,183,maturity score,"No field above was populated from University of Iowa data, and no output is a finding, a maturity score, a compliance verdict, a peer comparison, or an assessment of any individual."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_prioritization/DATA_DICTIONARY.md,183,peer comparison,"No field above was populated from University of Iowa data, and no output is a finding, a maturity score, a compliance verdict, a peer comparison, or an assessment of any individual."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_prioritization/README.md,22,compliance verdict,"No maturity level, compliance verdict or peer percentile is produced, because none of those are things this tool is entitled to say."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_prioritization/README.md,22,maturity level,"No maturity level, compliance verdict or peer percentile is produced, because none of those are things this tool is entitled to say."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_prioritization/README.md,22,percentile,"No maturity level, compliance verdict or peer percentile is produced, because none of those are things this tool is entitled to say."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_prioritization/examples/baseline-worksheet.md,133,compliance verdict,"It is not a maturity score, a compliance verdict, a peer comparison or an assessment of any individual."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_prioritization/examples/baseline-worksheet.md,133,maturity score,"It is not a maturity score, a compliance verdict, a peer comparison or an assessment of any individual."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_prioritization/examples/baseline-worksheet.md,133,peer comparison,"It is not a maturity score, a compliance verdict, a peer comparison or an assessment of any individual."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_prioritization/fixtures/synthetic-recommendations.json,4,the University of Iowa,"They are internally consistent with the synthetic evidence register in ../../uiowarfq18649workshare/methodology/23-synthetic-evidence-register.csv so the two fixtures can be read together, but nothing here describes the "
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_prioritization/prioritize.py,38,maturity score,"network access, reads no University data, and produces no maturity score,"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_prioritization/prioritize.py,39,compliance verdict,"compliance verdict, peer percentile or individual performance rating."
CG-03,PEER_COMPARISON,AMBIGUOUS,code,uiowa_rfq_18649_prioritization/prioritize.py,39,percentile,"compliance verdict, peer percentile or individual performance rating."
CG-04,INDIVIDUAL_SCORING,AMBIGUOUS,code,uiowa_rfq_18649_prioritization/prioritize.py,39,individual performance rating,"compliance verdict, peer percentile or individual performance rating."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_prioritization/prioritize.py,1398,compliance verdict,"""maturity score, a compliance verdict, a peer comparison or an assessment """
CG-02,MATURITY_LEVEL,AMBIGUOUS,code,uiowa_rfq_18649_prioritization/prioritize.py,1398,maturity score,"""maturity score, a compliance verdict, a peer comparison or an assessment """
CG-03,PEER_COMPARISON,AMBIGUOUS,code,uiowa_rfq_18649_prioritization/prioritize.py,1398,peer comparison,"""maturity score, a compliance verdict, a peer comparison or an assessment """
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_qa_refusal_contract/README.md,79,percentile,One organisation has no percentile.
CG-03,PEER_COMPARISON,ASSERTION,prose,uiowa_rfq_18649_qa_refusal_contract/README.md,121,percentile,"Coverage is absolute: if a question asks about ""peer percentile ranking"" and the candidate contains none of {peer, percentile, rank}, it does not matter that it outscored the corpus."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_qa_refusal_contract/README.md,168,certification,"no scoring, maturity rating, percentile, certification verdict or individual/team performance rating is produced by any path in this code, and the fixtures contain none."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_qa_refusal_contract/README.md,168,maturity rating,"no scoring, maturity rating, percentile, certification verdict or individual/team performance rating is produced by any path in this code, and the fixtures contain none."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_qa_refusal_contract/README.md,168,percentile,"no scoring, maturity rating, percentile, certification verdict or individual/team performance rating is produced by any path in this code, and the fixtures contain none."
CG-03,PEER_COMPARISON,AMBIGUOUS,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,307,percentile,"""subject"": ""Peer comparison and percentile ranking"","
CG-03,PEER_COMPARISON,AMBIGUOUS,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,311,percentile,"""percentile"","
CG-03,PEER_COMPARISON,ASSERTION,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,324,percentile,"""What percentile are we in compared to other universities?"","
CG-03,PEER_COMPARISON,AMBIGUOUS,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,326,industry average,"""Are we above or below the industry average?"""
CG-03,PEER_COMPARISON,REFUSAL,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,328,percentile,"""cannot"": ""This assessment cannot place the University in a percentile, a quartile or a ranking against peer institutions."
CG-03,PEER_COMPARISON,REFUSAL,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,330,percentile,A single organisation has no percentile.
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,366,certification,"""subject"": ""Compliance verdicts, audit outcomes and certification"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,373,certified,"""certified"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,374,certification,"""certification"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,387,compliant with,"""Are we compliant with the NIST framework?"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,388,certification,"""Can we use this as evidence of certification?"","
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,391,compliance verdict,"""cannot"": ""This assessment cannot issue a compliance verdict."
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,391,certification,"It produces no pass, no fail, no certification and no attestation, and it is not an audit."","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,392,compliance determination,"""requires"": ""A compliance determination would require an audit against a named control framework: defined control objectives, a complete population rather than a sample, tested evidence for each control, and an auditor w"
CG-03,PEER_COMPARISON,ASSERTION,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet_defective.json,156,percentile,"""text"": ""ESS is compliant and would be ranked against peers in the top percentile."","
CG-03,PEER_COMPARISON,AMBIGUOUS,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet_defective.json,168,percentile,"""triggerterms"": [""percentile""],"
CG-03,PEER_COMPARISON,ASSERTION,data,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet_defective.json,169,percentile,"""questionvariants"": [""What percentile are we in?""],"
CG-03,PEER_COMPARISON,AMBIGUOUS,code,uiowa_rfq_18649_qa_refusal_contract/index.py,23,percentile,"""peer percentile ranking"" and the candidate record contains none of"
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_qa_refusal_contract/index.py,24,percentile,"{peer, percentile, rank}, it does not matter that it outscored everything else"
CG-03,PEER_COMPARISON,AMBIGUOUS,code,uiowa_rfq_18649_qa_refusal_contract/index.py,172,percentile,"# (""percentile"") costs far more than missing a common one"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_qa_refusal_contract/qa.py,6,compliance verdict,"peer percentile, a team ranking, a compliance verdict."
CG-03,PEER_COMPARISON,AMBIGUOUS,code,uiowa_rfq_18649_qa_refusal_contract/qa.py,6,percentile,"peer percentile, a team ranking, a compliance verdict."
CG-03,PEER_COMPARISON,ASSERTION,code,uiowa_rfq_18649_qa_refusal_contract/qa.py,57,percentile,"# question class is identifiable from one word (""percentile"", ""auditor"","
CG-03,PEER_COMPARISON,ASSERTION,test,uiowa_rfq_18649_qa_refusal_contract/test_qa.py,155,percentile,"""What percentile are we in compared to other """
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_qa_refusal_contract/test_qa.py,171,compliant with,"""Are we compliant with the NIST framework?""):"
CG-01,CERTIFICATION_CLAIM,ASSERTION,test,uiowa_rfq_18649_qa_refusal_contract/test_qa.py,270,compliant with,"for bad in (""ESS is compliant with the framework."","
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_qa_refusal_contract/test_qa.py,271,percentile,"""This would place us in the top percentile."","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_qa_refusal_contract/uncertainty.py,145,certify,"ication)\b"", ""certify/certified""),"
CG-03,PEER_COMPARISON,AMBIGUOUS,code,uiowa_rfq_18649_qa_refusal_contract/uncertainty.py,148,percentile,"(r""\bpercentile\b"", ""percentile""),"
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_question_cards/README.md,200,certification,"No certification, compliance, maturity or peer-percentile claims."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_question_cards/README.md,200,percentile,"No certification, compliance, maturity or peer-percentile claims."
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_rating_model/rating_model.py,4,maturity score,"The engine deliberately refuses to calculate an arithmetic ""maturity score""."
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_rating_model/rating_model.py,230,maturity score,"""No arithmetic mean maturity score was calculated."","
