lane,module,line,kind,call,classification,target,why
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/audit_self_sealing.py,222,DESTRUCTIVE,shutil.rmtree,SELF_SCOPED,tmp,'tmp' is assigned from module-local values
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/audit_self_sealing.py,113,DESTRUCTIVE,os.remove,UNDETERMINED,dst,'dst' has no assignment visible in this function
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_audit_self_sealing.py,32,WRITE,open(mode='w'),TEST_CONTEXT,path,in a test module; writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_audit_self_sealing.py,55,DESTRUCTIVE,shutil.rmtree,TEST_CONTEXT,self.root,in a test module; self.root is assigned from values this module created
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,39,DESTRUCTIVE,shutil.rmtree,TEST_CONTEXT,self.tmp,in a test module; self.tmp is assigned from values this module created
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,179,DESTRUCTIVE,os.remove,TEST_CONTEXT,self.path('sources/SRC-005-ris-test-inventory.txt'),"in a test module; target is the result of self.path(), not traced"
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,291,DESTRUCTIVE,os.remove,TEST_CONTEXT,self.path('recommendations.csv'),"in a test module; target is the result of self.path(), not traced"
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,50,WRITE,open(mode='w'),TEST_CONTEXT,p,in a test module; 'p' has an assignment that could not be traced
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,139,WRITE,open(mode='a'),TEST_CONTEXT,self.path('executive-summary.md'),"in a test module; target is the result of self.path(), not traced"
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,146,WRITE,open(mode='a'),TEST_CONTEXT,self.path('final-report.md'),"in a test module; target is the result of self.path(), not traced"
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,153,WRITE,open(mode='a'),TEST_CONTEXT,self.path('final-report.md'),"in a test module; target is the result of self.path(), not traced"
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,160,WRITE,open(mode='a'),TEST_CONTEXT,self.path('findings.csv'),"in a test module; target is the result of self.path(), not traced"
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,168,WRITE,open(mode='w'),TEST_CONTEXT,extra,in a test module; 'extra' has an assignment that could not be traced
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,171,WRITE,open(mode='a'),TEST_CONTEXT,self.path('sources.csv'),"in a test module; target is the result of self.path(), not traced"
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,185,WRITE,open(mode='a'),TEST_CONTEXT,p,in a test module; 'p' has an assignment that could not be traced
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/test_trace_check.py,284,WRITE,open(mode='a'),TEST_CONTEXT,self.path('findings.csv'),"in a test module; target is the result of self.path(), not traced"
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/trace_check.py,438,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; 'path' is assigned from external input. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/trace_check.py,468,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; 'path' is assigned from external input. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/filesystem_tests_cli.py,49,OPAQUE_SUBPROCESS,subprocess.run,UNDETERMINED,"[sys.executable, str(HERE / 'compiler.py'), 'compile', str(candidate), str(authority), str(report)]",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/filesystem_tests_cli.py,56,OPAQUE_SUBPROCESS,subprocess.run,UNDETERMINED,"[sys.executable, str(HERE / 'compiler.py'), 'verify', str(report)]",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/filesystem_tests_cli.py,64,OPAQUE_SUBPROCESS,subprocess.run,UNDETERMINED,"[sys.executable, str(HERE / 'compiler.py'), 'render', str(report), str(rendered)]",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/filesystem_tests_cli.py,23,OPAQUE_SUBPROCESS,subprocess.run,UNDETERMINED,"[sys.executable, *flags, str(HERE / 'compiler.py'), 'compile', str(candidate), str(authority), str(output)]",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/filesystem_tests_io.py,98,DESTRUCTIVE,out.unlink,UNDETERMINED,<no argument>,could not trace the target expression
uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/filesystem_tests_io.py,136,OPAQUE_SUBPROCESS,subprocess.run,UNDETERMINED,"[sys.executable, str(HERE / 'compiler.py'), 'compile', str(candidate), str(authority), str(output), '--now', '2020-01-01T00:00:00Z']",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/filesystem_tests_io.py,153,OPAQUE_SUBPROCESS,subprocess.run,UNDETERMINED,"[sys.executable, str(HERE / 'compiler.py'), 'compile', str(candidate), str(authority), str(output)]",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/filesystem_tests_io.py,161,OPAQUE_SUBPROCESS,subprocess.run,UNDETERMINED,"[sys.executable, str(HERE / 'compiler.py'), 'compile', str(candidate), str(authority), str(output)]",shells out; what runs inside is not visible to this screen
